Transaction_ID,Transaction_Date,Location,Customer,Product_Service,Quantity,Unit_Price,Revenue,Sales_Rep,Status,Source_File
CHA-10044,2026-03-31,Charlotte,Oakline Partners,Data Services,2,5312.74,10625.48,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10045,2026-04-20,Charlotte,Oakline Partners,Support,5,952.32,4761.6,Casey Brown,Cancelled,Charlotte_Transactions.xlsx
CHA-10046,2026-06-18,Charlotte,Blue Ridge Services,Automation,1,5653.97,5653.97,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10047,2026-03-31,Charlotte,Atlas Medical,Support,3,2343.08,7029.24,Taylor Smith,Completed,Charlotte_Transactions.xlsx
CHA-10048,2026-07-09,Charlotte,Atlas Medical,Automation,4,2417.51,9670.04,Jordan Lee,Cancelled,Charlotte_Transactions.xlsx
CHA-10049,2026-03-29,Charlotte,Pioneer Manufacturing,Consulting,4,2679.33,10717.32,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10050,2026-08-15,Charlotte,Atlas Medical,Support,5,1692.45,8462.25,Taylor Smith,Completed,Charlotte_Transactions.xlsx
CHA-10051,2026-03-11,Charlotte,Crescent Health,Automation,1,6043.81,6043.81,Alex Johnson,Pending,Charlotte_Transactions.xlsx
CHA-10052,2026-02-25,Charlotte,Oakline Partners,Automation,4,4485.1,17940.4,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10053,2026-06-23,Charlotte,Redwood Operations,Data Services,1,2774.61,2774.61,Alex Johnson,Cancelled,Charlotte_Transactions.xlsx
CHA-10054,2026-06-03,Charlotte,Atlas Medical,Support,1,941.04,941.04,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10055,2026-07-15,Charlotte,Blue Ridge Services,Support,2,2034.7,4069.4,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10056,2026-04-21,Charlotte,Pioneer Manufacturing,Implementation,1,4986.93,4986.93,Taylor Smith,Pending,Charlotte_Transactions.xlsx
CHA-10057,2026-08-02,Charlotte,Evergreen Retail,Automation,2,5001.57,10003.14,Jordan Lee,Pending,Charlotte_Transactions.xlsx
CHA-10058,2026-01-20,Charlotte,Evergreen Retail,Implementation,4,2593.71,10374.84,Casey Brown,Pending,Charlotte_Transactions.xlsx
CHA-10059,2026-04-17,Charlotte,Blue Ridge Services,Automation,4,6256.99,25027.96,Jordan Lee,Pending,Charlotte_Transactions.xlsx
CHA-10060,2026-06-08,Charlotte,Crescent Health,Implementation,3,3359.37,10078.11,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10061,2026-05-31,Charlotte,Vertex Technology,Data Services,1,2594.92,2594.92,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10062,2026-02-26,Charlotte,Evergreen Retail,Data Services,3,4856.12,14568.36,Taylor Smith,Completed,Charlotte_Transactions.xlsx
CHA-10063,2026-02-19,Charlotte,Evergreen Retail,Automation,1,5183.63,5183.63,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10064,2026-02-20,Charlotte,Pioneer Manufacturing,Consulting,1,1585.78,1585.78,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10065,2026-06-10,Charlotte,Crescent Health,Implementation,2,7256.46,14512.92,Alex Johnson,Cancelled,Charlotte_Transactions.xlsx
CHA-10066,2026-08-14,Charlotte,Redwood Operations,Automation,4,6086.8,24347.2,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10067,2026-05-01,Charlotte,Crescent Health,Support,2,1379.53,2759.06,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10068,2026-01-19,Charlotte,Blue Ridge Services,Automation,1,4111.65,4111.65,Alex Johnson,Pending,Charlotte_Transactions.xlsx
CHA-10069,2026-03-15,Charlotte,Northstar Logistics,Implementation,1,4343.69,4343.69,Jordan Lee,Cancelled,Charlotte_Transactions.xlsx
CHA-10070,2026-05-29,Charlotte,Oakline Partners,Automation,5,4306.89,21534.45,Jordan Lee,Pending,Charlotte_Transactions.xlsx
CHA-10071,2026-05-02,Charlotte,Oakline Partners,Automation,2,3929.16,7858.32,Taylor Smith,Completed,Charlotte_Transactions.xlsx
CHA-10072,2026-08-03,Charlotte,Evergreen Retail,Data Services,1,5149.35,5149.35,Jordan Lee,Cancelled,Charlotte_Transactions.xlsx
CHA-10073,2026-04-23,Charlotte,Crescent Health,Consulting,1,1990.97,1990.97,Casey Brown,Cancelled,Charlotte_Transactions.xlsx
CHA-10074,2026-03-14,Charlotte,Vertex Technology,Automation,2,4183.39,8366.78,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10075,2026-06-15,Charlotte,Evergreen Retail,Automation,1,6735.36,6735.36,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10076,,Charlotte,Blue Ridge Services,Implementation,5,5891.9,29459.5,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10077,2026-02-06,Charlotte,Evergreen Retail,Support,1,1665.48,1665.48,Morgan Davis,Pending,Charlotte_Transactions.xlsx
CHA-10078,2026-01-22,Charlotte,Blue Ridge Services,Consulting,5,3835.34,19176.7,Casey Brown,Pending,Charlotte_Transactions.xlsx
CHA-10079,2026-08-01,Charlotte,Oakline Partners,Support,2,1840.23,3680.46,Jordan Lee,Pending,Charlotte_Transactions.xlsx
CHA-10080,2026-03-21,Charlotte,Pioneer Manufacturing,Automation,3,2109.38,6328.14,Taylor Smith,Completed,Charlotte_Transactions.xlsx
CHA-10081,2026-02-05,Charlotte,Pioneer Manufacturing,Data Services,2,2519.44,5038.88,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10082,2026-08-02,Charlotte,Oakline Partners,Implementation,5,6354.37,31771.85,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10083,2026-02-09,Charlotte,Pioneer Manufacturing,Automation,2,5583.48,11166.96,Taylor Smith,Cancelled,Charlotte_Transactions.xlsx
CHA-10084,2026-04-04,Charlotte,Summit Financial,Consulting,4,1174.77,4699.08,Alex Johnson,Cancelled,Charlotte_Transactions.xlsx
CHA-10085,2026-03-03,Charlotte,,Support,4,968.01,3872.04,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10086,2026-04-29,Charlotte,Blue Ridge Services,Support,5,2468.88,12344.4,Alex Johnson,Cancelled,Charlotte_Transactions.xlsx
CHA-10087,2026-07-29,Charlotte,Summit Financial,Automation,4,7797.61,31190.44,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10088,2026-08-12,Charlotte,Evergreen Retail,Support,1,1782.36,1782.36,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10089,2026-07-15,Charlotte,Pioneer Manufacturing,Automation,1,3710.38,3710.38,Morgan Davis,Pending,Charlotte_Transactions.xlsx
CHA-10090,2026-01-24,Charlotte,Summit Financial,Automation,2,6986.28,13972.56,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10091,2026-05-09,Charlotte,Evergreen Retail,Implementation,4,2766.28,11065.12,Taylor Smith,Pending,Charlotte_Transactions.xlsx
CHA-10092,2026-03-23,Charlotte,Northstar Logistics,Implementation,3,3622.69,10868.07,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10093,2026-08-01,Charlotte,Crescent Health,Consulting,1,2147.52,2147.52,Taylor Smith,Pending,Charlotte_Transactions.xlsx
CHA-10094,2026-01-21,Charlotte,Atlas Medical,Data Services,5,1523.63,7618.15,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10095,2026-06-05,Charlotte,Oakline Partners,Consulting,5,4760.9,23804.5,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10096,2026-01-13,Charlotte,Summit Financial,Support,2,1102.3,2204.6,Alex Johnson,Cancelled,Charlotte_Transactions.xlsx
CHA-10097,2026-05-08,Charlotte,Redwood Operations,Data Services,1,1998.86,1998.86,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10098,2026-02-06,Charlotte,Blue Ridge Services,Automation,5,3451.63,17258.15,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10099,2026-04-17,Charlotte,Pioneer Manufacturing,Automation,3,3443.39,10330.17,Jordan Lee,Cancelled,Charlotte_Transactions.xlsx
CHA-10100,2026-05-20,Charlotte,Oakline Partners,Support,1,2406.81,2406.81,Casey Brown,Cancelled,Charlotte_Transactions.xlsx
CHA-10101,2026-01-12,Charlotte,Vertex Technology,Implementation,4,6866.66,27466.64,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10102,2026-03-30,Charlotte,Summit Financial,Implementation,3,6442.6,19327.8,Jordan Lee,Cancelled,Charlotte_Transactions.xlsx
CHA-10103,2026-05-20,Charlotte,Evergreen Retail,Support,2,588.67,1177.34,Taylor Smith,Pending,Charlotte_Transactions.xlsx
CHA-10104,2026-01-17,Charlotte,Crescent Health,Data Services,2,5151.74,10303.48,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10105,2026-08-15,Charlotte,Atlas Medical,Consulting,1,4164.44,4164.44,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10106,2026-05-20,Charlotte,Crescent Health,Automation,4,7934.74,31738.96,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10107,2026-07-19,Charlotte,Atlas Medical,Consulting,3,2427.9,7283.7,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10108,2026-04-13,Charlotte,Crescent Health,Implementation,3,4684.76,14054.28,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10109,2026-04-05,Charlotte,Oakline Partners,Consulting,4,3768.27,15073.08,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10110,2026-07-30,Charlotte,Pioneer Manufacturing,Data Services,1,3437.73,3437.73,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10111,2026-06-19,Charlotte,Blue Ridge Services,Support,1,660.14,660.14,Morgan Davis,Pending,Charlotte_Transactions.xlsx
CHA-10112,2026-04-24,Charlotte,Evergreen Retail,Automation,4,2999.87,11999.48,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10113,2026-03-12,Charlotte,Atlas Medical,Support,5,2496.3,12481.5,Jordan Lee,Pending,Charlotte_Transactions.xlsx
CHA-10114,2026-06-23,Charlotte,Pioneer Manufacturing,Support,5,2102.19,10510.95,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10115,2026-01-18,Charlotte,Summit Financial,Automation,4,2208.79,8835.16,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10116,2026-02-09,Charlotte,Crescent Health,Data Services,5,1645.73,-8228.65,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10117,2026-05-16,Charlotte,Evergreen Retail,Data Services,1,4082.65,4082.65,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10118,2026-01-07,Charlotte,Pioneer Manufacturing,Support,2,2421.04,4842.08,Alex Johnson,Cancelled,Charlotte_Transactions.xlsx
CHA-10119,2026-07-18,Charlotte,Blue Ridge Services,Data Services,5,2029.92,10149.6,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10120,2026-05-06,Charlotte,Summit Financial,Automation,3,6163.88,18491.64,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10121,2026-07-02,Charlotte,Crescent Health,Implementation,4,3363.28,13453.12,,Completed,Charlotte_Transactions.xlsx
CHA-10122,2026-03-16,Charlotte,Blue Ridge Services,Support,1,1599.99,1599.99,Taylor Smith,Completed,Charlotte_Transactions.xlsx
CHA-10123,2026-02-21,Charlotte,Pioneer Manufacturing,Support,5,948.48,4742.4,Taylor Smith,Pending,Charlotte_Transactions.xlsx
CHA-10124,2026-04-05,Charlotte,Crescent Health,Implementation,3,5270.11,15810.33,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10125,2026-04-12,Charlotte,Crescent Health,Automation,1,2394.49,2394.49,Casey Brown,Pending,Charlotte_Transactions.xlsx
CHA-10126,2026-03-23,Charlotte,Northstar Logistics,Data Services,5,1831.88,9159.4,Alex Johnson,Pending,Charlotte_Transactions.xlsx
CHA-10127,2026-08-01,Charlotte,Oakline Partners,Automation,3,2770.01,8310.03,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10128,2026-08-11,Charlotte,Atlas Medical,Consulting,4,3011.46,12045.84,Jordan Lee,Cancelled,Charlotte_Transactions.xlsx
CHA-10129,2026-03-24,Charlotte,Summit Financial,Consulting,3,1658.63,4975.89,Morgan Davis,Cancelled,Charlotte_Transactions.xlsx
CHA-10130,2026-06-12,Charlotte,Oakline Partners,Support,1,1001.21,1001.21,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10131,2026-05-09,Charlotte,Pioneer Manufacturing,Support,5,1566.96,7834.8,Casey Brown,Cancelled,Charlotte_Transactions.xlsx
CHA-10132,2026-07-04,Charlotte,Redwood Operations,Consulting,2,3634.93,7269.86,,Cancelled,Charlotte_Transactions.xlsx
CHA-10133,2026-06-14,Charlotte,Redwood Operations,Implementation,1,2906.11,2906.11,Morgan Davis,Completed,Charlotte_Transactions.xlsx
CHA-10134,2026-01-08,Charlotte,Crescent Health,Automation,4,5708.65,22834.6,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10135,2026-07-26,Charlotte,Vertex Technology,Support,4,989.76,3959.04,Morgan Davis,Pending,Charlotte_Transactions.xlsx
CHA-10136,2026-04-17,Charlotte,Crescent Health,Implementation,1,3290.4,3290.4,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10137,2026-08-09,Charlotte,Evergreen Retail,Support,5,787.34,3936.7,Morgan Davis,Pending,Charlotte_Transactions.xlsx
CHA-10138,2026-01-28,Charlotte,Evergreen Retail,Consulting,3,3059.92,9179.76,Taylor Smith,Pending,Charlotte_Transactions.xlsx
CHA-10139,2026-02-06,Charlotte,Northstar Logistics,Implementation,3,4747.98,14243.94,Jordan Lee,Completed,Charlotte_Transactions.xlsx
CHA-10140,2026-08-10,Charlotte,Pioneer Manufacturing,Data Services,5,3381.61,16908.05,Morgan Davis,Cancelled,Charlotte_Transactions.xlsx
CHA-10141,2026-05-08,Charlotte,Oakline Partners,Support,2,2026.24,4052.48,Alex Johnson,Pending,Charlotte_Transactions.xlsx
CHA-10142,2026-04-11,Charlotte,Oakline Partners,Support,4,546.35,2185.4,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10143,2026-01-13,Charlotte,Blue Ridge Services,Consulting,5,2411.58,12057.9,Alex Johnson,Cancelled,Charlotte_Transactions.xlsx
CHA-10144,2026-08-05,Charlotte,Northstar Logistics,Data Services,3,3915.11,11745.33,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10145,2026-04-04,Charlotte,Atlas Medical,Support,3,2027.71,6083.13,Alex Johnson,Completed,Charlotte_Transactions.xlsx
CHA-10146,2026-05-22,Charlotte,Blue Ridge Services,Automation,5,3167.93,15839.65,Jordan Lee,Pending,Charlotte_Transactions.xlsx
CHA-10147,2026-03-13,Charlotte,Redwood Operations,Automation,4,6586.42,26345.68,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10148,2026-07-23,Charlotte,Evergreen Retail,Consulting,1,2575.61,2575.61,Casey Brown,Completed,Charlotte_Transactions.xlsx
CHA-10149,2026-04-13,Charlotte,Oakline Partners,Consulting,2,3409.85,6819.7,Jordan Lee,Completed,Charlotte_Transactions.xlsx
DAL-10000,2026-01-20,Dallas,Pioneer Manufacturing,Implementation,1,3567.11,3567.11,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10001,2026-06-28,Dallas,Evergreen Retail,Automation,4,2055.72,8222.88,Jordan Lee,Pending,Dallas_Transactions.xlsx
DAL-10002,2026-04-09,Dallas,Northstar Logistics,Consulting,4,1283.31,5133.24,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10003,2026-02-05,Dallas,Vertex Technology,Support,3,2261.98,6785.94,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10004,2026-06-06,Dallas,Pioneer Manufacturing,Implementation,5,5316.46,26582.3,Alex Johnson,Completed,Dallas_Transactions.xlsx
DAL-10005,2026-06-07,Dallas,Crescent Health,Consulting,2,4679.58,9359.16,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10006,2026-05-31,Dallas,Vertex Technology,Implementation,2,6262.23,12524.46,Morgan Davis,Pending,Dallas_Transactions.xlsx
DAL-10007,2026-06-15,Dallas,Northstar Logistics,Support,2,995.57,1991.14,Taylor Smith,Cancelled,Dallas_Transactions.xlsx
DAL-10008,2026-03-14,Dallas,Atlas Medical,Automation,5,6327.08,31635.4,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10009,2026-07-11,Dallas,Vertex Technology,Automation,5,5057.14,25285.7,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10010,2026-03-03,Dallas,Crescent Health,Consulting,4,2543.54,10174.16,,Completed,Dallas_Transactions.xlsx
DAL-10011,2026-03-23,Dallas,Pioneer Manufacturing,Automation,1,7921.3,7921.3,Alex Johnson,Cancelled,Dallas_Transactions.xlsx
DAL-10012,2026-02-14,Dallas,Crescent Health,Data Services,3,3958.6,11875.8,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10013,2026-02-25,Dallas,Atlas Medical,Automation,1,2082.76,2082.76,Jordan Lee,Pending,Dallas_Transactions.xlsx
DAL-10014,2026-05-09,Dallas,Vertex Technology,Automation,3,5771.42,17314.26,Alex Johnson,Pending,Dallas_Transactions.xlsx
DAL-10015,2026-02-09,Dallas,Blue Ridge Services,Implementation,5,5188.28,25941.4,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10016,2026-07-26,Dallas,Pioneer Manufacturing,Implementation,5,7104.62,35523.1,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10017,2026-08-02,Dallas,Northstar Logistics,Data Services,5,4354.32,21771.6,Morgan Davis,Pending,Dallas_Transactions.xlsx
DAL-10018,2026-04-22,Dallas,Northstar Logistics,Consulting,1,1977.92,1977.92,Alex Johnson,Cancelled,Dallas_Transactions.xlsx
DAL-10019,2026-07-09,Dallas,Pioneer Manufacturing,Automation,1,3855.74,3855.74,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10020,2026-03-30,Dallas,Oakline Partners,Consulting,1,1655.33,1655.33,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10021,2026-07-19,Dallas,Blue Ridge Services,Consulting,3,1507.72,4523.16,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10022,2026-01-17,Dallas,Blue Ridge Services,Support,4,1043.96,4175.84,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10023,2026-01-15,Dallas,Crescent Health,Data Services,4,3798.52,15194.08,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10024,2026-01-27,Dallas,Redwood Operations,Support,2,1010.23,2020.46,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10025,2026-08-09,Dallas,Atlas Medical,Automation,1,2264.23,2264.23,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10026,2026-02-08,Dallas,Pioneer Manufacturing,Data Services,3,3223.41,9670.23,Jordan Lee,Cancelled,Dallas_Transactions.xlsx
DAL-10027,2026-04-17,Dallas,Evergreen Retail,Data Services,2,2948.11,5896.22,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10028,2026-06-22,Dallas,Atlas Medical,Automation,3,2716.41,8149.23,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10029,2026-01-18,Dallas,Crescent Health,Automation,1,7724.48,7724.48,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10030,2026-01-03,Dallas,Evergreen Retail,Support,1,1606.18,1606.18,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10031,2026-03-04,Dallas,Crescent Health,Automation,3,6437.46,19312.38,Morgan Davis,Cancelled,Dallas_Transactions.xlsx
DAL-10032,2026-05-20,Dallas,Summit Financial,Data Services,2,4796.09,9592.18,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10033,2026-03-30,Dallas,Atlas Medical,Data Services,1,2548.49,2548.49,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10034,2026-05-16,Dallas,Summit Financial,Data Services,3,1967.77,5903.31,Alex Johnson,Pending,Dallas_Transactions.xlsx
DAL-10035,2026-01-24,Dallas,Atlas Medical,Implementation,2,6058.26,12116.52,Taylor Smith,Cancelled,Dallas_Transactions.xlsx
DAL-10036,2026-07-11,Dallas,Northstar Logistics,Data Services,3,3563.06,10689.18,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10037,2026-04-11,Dallas,Northstar Logistics,Automation,2,5823.29,11646.58,Casey Brown,Cancelled,Dallas_Transactions.xlsx
DAL-10038,2026-02-03,Dallas,Summit Financial,Implementation,4,5812.22,23248.88,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10039,2026-07-08,Dallas,Evergreen Retail,Support,4,1901.45,7605.8,Morgan Davis,Pending,Dallas_Transactions.xlsx
DAL-10040,2026-02-21,Dallas,Pioneer Manufacturing,Support,2,649.37,1298.74,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10041,2026-04-30,Dallas,,Consulting,1,1657.5,1657.5,Alex Johnson,Completed,Dallas_Transactions.xlsx
DAL-10042,2026-02-23,Dallas,Crescent Health,Automation,3,7787.81,23363.43,Morgan Davis,Pending,Dallas_Transactions.xlsx
DAL-10043,2026-07-26,Dallas,Blue Ridge Services,Support,1,680.84,680.84,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10044,2026-07-02,Dallas,Summit Financial,Consulting,3,1593.3,4779.9,Morgan Davis,Pending,Dallas_Transactions.xlsx
DAL-10045,2026-03-08,Dallas,Pioneer Manufacturing,Automation,1,6063.1,6063.1,Jordan Lee,Pending,Dallas_Transactions.xlsx
DAL-10046,2026-03-05,Dallas,Northstar Logistics,Data Services,5,4866.35,24331.75,Alex Johnson,Completed,Dallas_Transactions.xlsx
DAL-10047,2026-08-01,Dallas,Summit Financial,Consulting,1,1047.83,1047.83,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10048,2026-06-15,Dallas,Northstar Logistics,Data Services,3,4588.28,13764.84,Casey Brown,Cancelled,Dallas_Transactions.xlsx
DAL-10049,2026-01-17,Dallas,Summit Financial,Support,1,543.6,543.6,Alex Johnson,Completed,Dallas_Transactions.xlsx
DAL-10050,2026-04-29,Dallas,Atlas Medical,Implementation,3,3112.64,9337.92,Taylor Smith,Cancelled,Dallas_Transactions.xlsx
DAL-10051,2026-04-08,Dallas,Vertex Technology,Data Services,4,3732.57,14930.28,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10052,2026-04-25,Dallas,Pioneer Manufacturing,Consulting,2,2099.93,4199.86,Jordan Lee,Cancelled,Dallas_Transactions.xlsx
DAL-10053,2026-03-17,Dallas,Crescent Health,Automation,0,3474.71,17373.55,Alex Johnson,Cancelled,Dallas_Transactions.xlsx
DAL-10054,2026-04-09,Dallas,Pioneer Manufacturing,Data Services,1,1894.75,1894.75,Alex Johnson,Completed,Dallas_Transactions.xlsx
DAL-10055,2026-07-25,Dallas,Oakline Partners,Automation,2,5784.53,11569.06,Jordan Lee,Pending,Dallas_Transactions.xlsx
DAL-10056,2026-05-05,Dallas,Evergreen Retail,Support,4,1589.04,6356.16,Casey Brown,Cancelled,Dallas_Transactions.xlsx
DAL-10057,2026-01-07,Dallas,Evergreen Retail,Support,4,1040.87,4163.48,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10058,2026-05-01,Dallas,Oakline Partners,Implementation,3,2792.96,8378.88,Morgan Davis,Cancelled,Dallas_Transactions.xlsx
DAL-10059,2026-06-18,Dallas,Summit Financial,Consulting,2,1400.54,2801.08,Morgan Davis,Cancelled,Dallas_Transactions.xlsx
DAL-10060,2026-07-24,Dallas,Vertex Technology,Implementation,2,5378.46,10756.92,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10061,2026-07-26,Dallas,Evergreen Retail,Consulting,2,3370.08,6740.16,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10062,2026-05-25,Dallas,Summit Financial,Support,5,1627.21,8136.05,Alex Johnson,Cancelled,Dallas_Transactions.xlsx
DAL-10063,2026-01-24,Dallas,Atlas Medical,Support,2,1480.87,2961.74,Taylor Smith,Cancelled,Dallas_Transactions.xlsx
DAL-10064,2026-01-01,Dallas,Evergreen Retail,Consulting,1,3105.79,3105.79,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10065,2026-07-25,Dallas,Evergreen Retail,Consulting,3,3867.75,11603.25,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10066,2026-02-06,Dallas,Northstar Logistics,Consulting,5,3818.79,19093.95,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10067,2026-06-19,Dallas,Vertex Technology,Implementation,3,6022.69,18068.07,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10068,2026-02-10,Dallas,Vertex Technology,Support,3,1145.21,3435.63,Alex Johnson,Completed,Dallas_Transactions.xlsx
DAL-10069,2026-06-07,Dallas,Evergreen Retail,Consulting,5,3774.24,18871.2,Taylor Smith,Cancelled,Dallas_Transactions.xlsx
DAL-10070,2026-06-26,Dallas,Blue Ridge Services,Consulting,4,2227.29,8909.16,Taylor Smith,Completed,Dallas_Transactions.xlsx
DAL-10071,2026-07-17,Dallas,Redwood Operations,Implementation,5,4458.01,22290.05,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10072,2026-06-06,Dallas,Summit Financial,Automation,3,7526.23,22578.69,Casey Brown,Completed,Dallas_Transactions.xlsx
DAL-10073,2026-01-20,Dallas,Summit Financial,Data Services,2,2990.26,5980.52,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10074,2026-06-21,Dallas,Evergreen Retail,Consulting,1,4286.65,4286.65,Alex Johnson,Completed,Dallas_Transactions.xlsx
DAL-10075,2026-01-18,Dallas,,Support,2,999.08,1998.16,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10076,2026-07-07,Dallas,Vertex Technology,Implementation,1,4429.69,4429.69,Taylor Smith,Pending,Dallas_Transactions.xlsx
DAL-10077,2026-04-07,Dallas,Northstar Logistics,Data Services,4,3080.54,12322.16,Alex Johnson,Cancelled,Dallas_Transactions.xlsx
DAL-10078,2026-07-24,Dallas,Atlas Medical,Consulting,2,2805.15,5610.3,Morgan Davis,Completed,Dallas_Transactions.xlsx
DAL-10079,2026-01-19,Dallas,Evergreen Retail,Support,3,2403.32,7209.96,Taylor Smith,Pending,Dallas_Transactions.xlsx
DAL-10080,2026-01-24,Dallas,Evergreen Retail,Consulting,1,3188.19,3188.19,Casey Brown,Cancelled,Dallas_Transactions.xlsx
DAL-10081,2026-06-17,Dallas,Pioneer Manufacturing,Data Services,1,3440.96,3440.96,Casey Brown,Pending,Dallas_Transactions.xlsx
DAL-10082,2026-02-22,Dallas,Summit Financial,Consulting,1,1405.03,1405.03,Alex Johnson,Cancelled,Dallas_Transactions.xlsx
DAL-10083,2026-03-18,Dallas,Summit Financial,Automation,3,5963.59,17890.77,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10084,2026-05-06,Dallas,Pioneer Manufacturing,Data Services,5,3973.48,19867.4,Jordan Lee,Completed,Dallas_Transactions.xlsx
DAL-10085,2026-07-30,Dallas,Redwood Operations,Implementation,4,2938.14,11752.56,Alex Johnson,Completed,Dallas_Transactions.xlsx
DAL-10086,2026-06-13,Dallas,Blue Ridge Services,Implementation,1,3534.76,3534.76,Jordan Lee,Pending,Dallas_Transactions.xlsx
